Date,Name,Country,BusinessType,BusinessSubType,BreachType,DataType,DataType2,InsideOutside,ThirdParty,ThirdPartyName,TotalAffected,RefPage,UID,XREF1,StockSymbol,DataRecovered,ConsumerLawsuit,ArrestProsecution
4172007,CVS Corp,US,Biz,Retail,Disposal  Documents,CCN,NAA,Outside,No,,1000,httpattritionorgdataloss200704cvs01html,DL0627,,CVS,Partial,Yes,No
4182007,Ohio State University,US,Edu,Uni,Stolen Laptops,SSN,NAA,Outside,No,,3500,httpattritionorgdataloss200704osu02html,DL0628,,No,No,No,No
4182007,University of California San Francisco,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,3000,httpattritionorgdataloss200704ucsf02html,DL0629,,No,No,No,No
4192007,New Mexico State University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,5600,httpattritionorgdataloss200704nmsu01html,DL0630,,No,No,No,No
4202007,Los Alamos National Laboratory,US,Gov,Fed,Web,SSN,NAA,Outside,Yes,Lujan Software Services,550,httpattritionorgdataloss200704lanl01html,DL0631,,No,No,No,No
4202007,United States Department of Agriculture,US,Gov,Fed,Web,SSN,NAA,Outside,No,,38700,httpattritionorgdataloss200704usadcb02html,DL0632,,No,No,No,No
4202007,Albertsons,US,Biz,Retail,Hack,CCN,,Outside,No,,100,httpattritionorgdataloss200704albert01html,DL0679,,No,No,No,No
4232007,Federal Emergency Management Agency,US,Gov,Fed,Snail Mail,SSN,NAA,Inside  Accidental,No,,2300,httpattritionorgdataloss200704fema01html,DL0637,,No,No,No,No
4242007,The Neiman Marcus Group,US,Biz,Retail,Stolen Computer,SSN,NAA,Outside,No,,160000,httpattritionorgdataloss200704neiman01html,DL0633,,NMGA,No,No,No
4242007,Baltimore County Department of Health,US,Gov,County,Stolen Laptop,SSN,NAA,Outside,No,,6000,httpattritionorgdataloss200704bcdh01html,DL0634,,No,No,No,No
4242007,Purdue University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,175,httpattritionorgdataloss200704purdue01html,DL0636,,No,No,No,No
4262007,Innovation Interactive,US,Biz,Media,Web,FIN,NAA,Outside,Yes,Ceridian Corp,150,httpattritionorgdataloss200704ceridian01html,DL0635,,CEN,No,No,No
4272007,Caterpillar Inc,US,Biz,Ind,Stolen Laptop,SSN,NAA,Outside,Yes,SBA Inc,,httpattritionorgdataloss200704cat01html,DL0638,,CAT,No,No,No
4272007,Couriers On Demand,US,Biz,Ind,Web,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200704cod01html,DL0639,,No,No,No,No
4292007,University of New Mexico,US,Edu,Uni,Stolen Laptop,FIN,NAA,Outside,No,,3000,httpattritionorgdataloss200704unm02html,DL0640,,No,No,No,No
512007,JPMorgan Chase,US,Biz,Fin,Lost Tape,SSN,ACC,Outside,No,,47000,httpattritionorgdataloss200705jpchase01html,DL0641,,JPM,No,No,No
512007,Champaign Fraternal Order of Police,US,Biz,NFP,Disposal  Computers,SSN,NAA,Outside,No,,139,httpattritionorgdataloss200705cfop01html,DL0642,,No,Partial,No,No
522007,Royal Cornwall Hospitals NHS Trust,GB,Med,Hos,Stolen Computer,FIN,NAA,Outside,No,,10000,httpattritionorgdataloss200705rch01html,DL0643,,No,No,No,No
522007,Weston Travel and Insurance Agencies,CA,Biz,Ins,Disposal  Documents,CCN,NAA,Outside,No,,,httpattritionorgdataloss200705wtia01html,DL0644,,No,Partial,No,No
532007,Maryland Department of Natural Resources,US,Gov,State,Lost Media,SSN,NAA,Outside,No,,1400,httpattritionorgdataloss200705mdnr01html,DL0645,,No,No,No,No
532007,Montgomery College,US,Edu,Uni,Web,SSN,NAA,Outside,No,,,httpattritionorgdataloss200705montgom01html,DL0646,,No,No,No,No
532007,Louisiana State University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,750,httpattritionorgdataloss200705lsu01html,DL0647,,No,No,No,No
542007,United States Transportation Security Administration,US,Gov,Fed,Lost Media,SSN,FIN,Outside,No,,100000,httpattritionorgdataloss200705tsa01html,DL0648,,No,No,Yes,No
552007,Marks  Spencer,GB,Biz,Retail,Stolen Laptop,FIN,NAA,Outside,Yes,,26000,httpattritionorgdataloss200705marks01html,DL0649,,No,No,No,No
572007,Indiana Department of Administration,US,Gov,State,Web,SSN,,Inside  Accidental,No,,,httpattritionorgdataloss200705idoa01html,DL0650,,No,No,No,No
582007,University of Missouri,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,22396,httpattritionorgdataloss200705mu02html,DL0651,,No,No,No,No
592007,Standard Life,GB,Biz,Ins,Snail Mail,FIN,NAA,Inside  Accidental,No,,300,httpattritionorgdataloss200705sl01html,DL0652,,No,No,No,No
592007,SEB,SE,Biz,Fin,Hack,CCN,NAA,Outside,No,,10000,httpattritionorgdataloss200705seb01html,DL0654,,No,No,No,No
5102007,Highland Hospital,US,Med,Hos,Stolen Computer,SSN,NAA,Outside,No,,13000,httpattritionorgdataloss200705highland01html,DL0653,,No,Yes,No,Yes
5112007,UCI Medical Center,US,Med,Hos,Lost Documents,SSN,NAA,Outside,No,,300,httpattritionorgdataloss200705uci01html,DL0655,,No,No,No,No
5122007,Goshen College,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,7300,httpattritionorgdataloss200705goshen01html,DL0656,,No,No,No,No
5142007,Community College of Southern Nevada,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,197518,httpattritionorgdataloss200705ccsn01html,DL0657,,No,No,No,No
5152007,IBM,US,Biz,Tech,Lost Tapes,SSN,NAA,Outside,Yes,,,httpattritionorgdataloss200705ibm01html,DL0658,,IBM,No,No,No
5162007,Indianapolis Public Schools,US,Edu,HS,Web,NAA,MED,Outside,No,,7500,httpattritionorgdataloss200705ips01html,DL0659,,No,No,No,No
5172007,Georgia Department of Human Resources,US,Gov,State,Disposal  Documents,SSN,MED,Outside,No,,140000,httpattritionorgdataloss200705gadhr01html,DL0660,,No,No,No,No
5172007,AlcatelLucent,US,Biz,Tech,Lost Media,SSN,NAA,Outside,Yes,UPS,,httpattritionorgdataloss200705lucent01html,DL0661,,ALU,No,No,No
5192007,Stony Brook University,US,Edu,Uni,Web,SSN,,Inside  Accidental,No,,89853,httpattritionorgdataloss200705stony01html,DL0662,,No,No,No,No
5192007,Illinois Department of Financial and Professional Regulation,US,Gov,State,Hack,SSN,NAA,Outside,No,,300000,httpattritionorgdataloss200705idofapr01html,DL0663,,No,No,No,No
5192007,Texas Commission on Law Enforcement Officers Standards and Education,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,Yes,Productivity Center Incorporated,97000,httpattritionorgdataloss200705tcleose01html,DL0664,,No,No,Yes,No
5192007,Yuma Elementary School District 1,US,Edu,HS,Stolen Documents,SSN,,Outside,No,,91,httpattritionorgdataloss200705yuma01html,DL0665,,No,No,No,No
5202007,Northwestern University,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200705nu01html,DL0666,,No,No,No,No
5202007,Riverside Community Hospital,US,Biz,Med,Disposal  Documents,SSN,MED,Inside  Accidental,No,,10000,httpattritionorgdataloss200705rivers01html,DL0689,,No,Yes,No,No
5212007,Columbia Bank NJ,US,Biz,Fin,Hack,SSN,,Outside,No,,,httpattritionorgdataloss200705colbnk01html,DL0669,,No,No,No,No
5222007,University of Pittsburgh Medical Center,US,Edu,Med,Snail Mail,SSN,,Inside  Accidental,No,,6000,httpattritionorgdataloss200705uopmc01html,DL0670,,No,No,No,No
5222007,University of Colorado at Boulder,US,Edu,Uni,Hack,SSN,,Outside,No,,44998,httpattritionorgdataloss200705cub01html,DL0672,,No,No,No,No
5232007,Check into Cash,US,Biz,Fin,Disposal  Documents,SSN,NAA,Outside,No,,,httpattritionorgdataloss200705cic01html,DL0674,,No,No,No,No
5242007,Waco Independent School District,US,Edu,HS,Hack,SSN,,Outside,No,,17400,httpattritionorgdataloss200705wisd01html,DL0675,,No,No,No,Yes
5242007,Beacon Medical Services,US,Biz,Med,Web,FIN,MED,Outside,No,,5000,httpattritionorgdataloss200705beacon01html,DL0690,,No,No,No,No
5252007,North Carolina Department of Transportation,US,Gov,State,Hack,SSN,NAA,Outside,No,,25000,httpattritionorgdataloss200705ncdot01html,DL0676,,No,No,No,No
5252007,Family Health Plus  Child Health Plus,US,Gov,State,Stolen Laptop,SSN,,Outside,No,,,httpattritionorgdataloss200705cayu01html,DL0678,,No,Yes,No,Yes
5262007,CoverTN,US,Gov,State,Web,SSN,,Outside,No,,279,httpattritionorgdataloss200705ctn01html,DL0677,,No,No,No,No
5302007,Saskatoon Health Region,CA,Gov,Med,Disposal  Documents,NAA,MED,Outside,No,,2000,httpattritionorgdataloss200705shr01html,DL0682,,No,Yes,No,No
5312007,Priority One Credit Union,US,Biz,Fin,Snail Mail,SSN,ACC,Inside  Accidental,No,,,httpattritionorgdataloss200705ponecu01html,DL0687,,No,No,No,No
612007,Fresno County California,US,Gov,County,Lost Disk,SSN,NAA,Outside,Yes,DHL,10000,httpattritionorgdataloss200706fresno01html,DL0683,,No,No,No,No
612007,JAX Federal Credit Union,US,Biz,Fin,Web,SSN,ACC,Inside  Accidental,Yes,,7500,httpattritionorgdataloss200706jax01html,DL0684,,No,No,No,No
612007,Bank of Scotland,GB,Biz,Fin,Lost Media,ACC,NAA,Outside,Yes,Royal Post,62000,httpattritionorgdataloss200706boscothtml,DL0685,,No,No,No,No
612007,Northwestern University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,4000,httpattritionorgdataloss200706nu01html,DL0686,,No,No,No,No
632007,Gadsden State Community College,US,Edu,Uni,Disposal  Documents,SSN,MISC,Outside,No,,400,httpattritionorgdataloss200706gads01html,DL0688,,No,Yes,No,No
642007,Stevens Hospital,US,Med,Hos,Web,SSN,NAA,Outside,No,,550,httpattritionorgdataloss200706stevens01html,DL0691,,No,No,No,No
662007,Cedarburg High School,US,Edu,HS,Hack,SSN,NAA,Inside  Accidental,No,,,httpattritionorgdataloss200706cedar01html,DL0692,,No,No,No,No
672007,Dearfield Medical Building,US,Med,Hos,Disposal  Documents,NAA,MED,Inside  Accidental,No,,,httpattritionorgdataloss200706dearfieldhtml,DL0693,,No,Yes,No,No
682007,University of Virginia,US,Edu,Uni,Hack,SSN,,Outside,No,,5735,httpattritionorgdataloss200706uva01html,DL0694,,No,No,No,No
682007,University of Iowa,US,Edu,Uni,Hack,SSN,,Outside,No,,1100,httpattritionorgdataloss200706uiowa01html,DL0695,,No,No,No,No
692007,Concordia Hospital,CA,Med,Hos,Stolen Computer,NAA,MED,Outside,No,,3000,httpattritionorgdataloss200706concordia01html,DL0696,,No,No,No,No
692007,Concord Hospital,US,Med,Hos,Web,SSN,NAA,Outside,Yes,Verus Inc,9297,httpattritionorgdataloss200706concord01html,DL0697,,No,No,No,No
692007,UPS,US,Biz,Ind,Hack,SSN,NAA,Outside,No,,142,httpattritionorgdataloss200706ups01html,DL0725,,No,No,No,No
6112007,Pfizer,US,Biz,Med,Hack,SSN,NAA,Inside  Accidental,No,,17000,httpattritionorgdataloss200706pfizer01html,DL0698,,PFE,No,Yes,No
6112007,Grand Valley State University,US,Edu,Uni,Stolen Media,SSN,,Outside,No,,3000,httpattritionorgdataloss200706gvsu01html,DL0699,,No,No,No,No
6132007,Eden Project,GB,Biz,NFP,Stolen Laptop,SSN,FIN,Outside,No,,500,httpattritionorgdataloss200706eden01html,DL0700,,No,No,No,No
6142007,City of Lynchburg,US,Gov,City,Web,MED,,Inside  Accidental,No,,1200,httpattritionorgdataloss200706lynchb01html,DL0701,,No,No,No,No
6142007,Coastal Community Credit Union,CA,Biz,Fin,Stolen Tapes,SSN,CCN,Outside,Yes,,120000,httpattritionorgdataloss200706cccu01html,DL0702,,No,No,No,No
6142007,Georgia Tech University,US,Edu,Uni,,NAA,DOB,Outside,No,,23000,httpattritionorgdataloss200706gatech01html,DL0703,,No,No,No,No
6152007,State of Ohio,US,Gov,State,Stolen Media,SSN,NAA,Outside,No,,1300000,httpattritionorgdataloss200706ohio01html,DL0704,,No,No,No,No
6182007,Texas AM Corpus Christi,US,Edu,Uni,Lost Media,SSN,NAA,Outside,No,,8000,httpattritionorgdataloss200706tamcc01html,DL0705,,No,Yes,No,No
6182007,Parisexposedcom,US,Biz,Tech,Web,CCN,NAA,Outside,No,,750,httpattritionorgdataloss200706paris01html,DL0706,,No,No,No,No
6212007,American Airlines,US,Biz,Ind,Web,SSN,,Inside  Accidental,No,,365,httpattritionorgdataloss200706aa01html,DL0707,,No,No,No,No
6212007,Tokyo University Hospital,JP,Edu,Hos,Lost Documents,MED,,Outside,No,,120,httpattritionorgdataloss200706tokuh01html,DL0711,,No,No,No,No
6222007,Texas First Bank,US,Biz,Fin,Stolen Laptop,SSN,ACC,Outside,No,,4000,httpattritionorgdataloss200706tfb01html,DL0710,,No,No,No,No
6232007,WinnDixie,US,Biz,Retail,Disposal  Documents,SSN,MED,Outside,No,,,httpattritionorgdataloss200706winnd01html,DL0709,,WINN,Yes,No,No
6252007,Ohio Bureau of Workers Compensation,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,439,httpattritionorgdataloss200706obwc01html,DL0708,,No,No,No,No
6272007,Milwaukee PC,US,Biz,Tech,,CCN,,Outside,No,,65000,httpattritionorgdataloss200706mpc01html,DL0712,,No,No,No,No
6272007,Bowling Green State University,US,Edu,Uni,Lost Media,SSN,MISC,Outside,No,,199,httpattritionorgdataloss200706bgsu01html,DL0713,,No,No,No,No
6272007,University of California Davis,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,1120,httpattritionorgdataloss200706ucd01html,DL0714,,No,No,No,No
6292007,Harrison County Schools West Virginia,US,Edu,HS,Stolen Computers,SSN,,Outside,No,,,httpattritionorgdataloss200706hcswv01html,DL0715,,No,No,No,No
732007,Fidelity National Information Services,US,Biz,Fin,Fraud  SE,FIN,CCN,Inside  Malicious,Yes,Certegy Check Services Inc,8500000,httpattritionorgdataloss200707fidelity01html,DL0716,,FISN,No,Yes,Yes
752007,Highland University,US,Edu,Uni,,SSN,CCN,Outside,No,,420,httpattritionorgdataloss200707highland01html,DL0717,,No,No,No,No
772007,Securitas Security Services USA Inc,US,Biz,Fin,Stolen Laptop,SSN,NAA,Outside,No,,100000,httpattritionorgdataloss200707secur01html,DL0724,,No,No,No,No
792007,Resona Bank,JP,Biz,Fin,Lost Documents,ACC,NAA,Outside,No,,980000,httpattritionorgdataloss200707resona01html,DL0718,,No,No,No,No
792007,Cuyahoga County Department of Development,US,Gov,County,Stolen Media,SSN,NAA,Outside,No,,3000,httpattritionorgdataloss200707cuyahoga01html,DL0719,,No,No,No,No
7112007,Disney Movie Club,US,Biz,Retail,Fraud  SE,CCN,NAA,Inside  Malicious,Yes,Alta Resources,,httpattritionorgdataloss200707disney01html,DL0720,,No,Yes,No,Yes
7132007,City of Encinitis California,US,Gov,City,Web,FIN,NAA,Outside,No,,1200,httpattritionorgdataloss200707encin01html,DL0721,,No,No,No,No
7132007,Metropolitan St Louis Sewer District,US,Gov,City,Fraud  SE,SSN,,Inside  Malicious,No,,1600,httpattritionorgdataloss200707msd01html,DL0722,,No,Yes,No,No
7172007,Western Union,US,Biz,Fin,Hack,CCN,NAA,Outside,No,,20000,httpattritionorgdataloss200707wu01html,DL0723,,WU,No,No,No
7172007,Louisiana Board of Regents,US,Edu,Uni,Web,SSN,NAA,Outside,No,,80000,httpattritionorgdataloss200707lbr01html,DL0726,,No,No,No,No
7172007,Kingston Technology Co,US,Biz,Tech,Hack,CCN,NAA,Outside,No,,27000,httpattritionorgdataloss200707kings01html,DL0727,,No,No,No,No
7182007,Connecticut General Assembly Transportation Committee,US,Gov,State,Web,SSN,NAA,Inside  Accidental,Yes,LG Defelice Inc,100,httpattritionorgdataloss200707conngatc01html,DL0733,,No,No,No,No
7192007,Jackson Local Schools,US,Edu,HS,Web,SSN,,Outside,No,,1800,httpattritionorgdataloss200707jackson01html,DL0728,,No,No,No,No
7192007,Texas Secretary of State,US,Gov,State,Web,SSN,NAA,Outside,No,,,httpattritionorgdataloss200707tsos01html,DL0729,,No,No,No,No
7192007,Cricket Communications,US,Biz,Tech,Stolen Documents,CCN,,Outside,No,,300,httpattritionorgdataloss200707cricket01html,DL0732,,No,No,No,No
7202007,SAIC,US,Biz,Tech,,SSN,NAA,Inside  Accidental,No,,867000,httpattritionorgdataloss200707saic01html,DL0730,,SAI,No,No,No
7212007,University of Michigan,US,Edu,Uni,Hack,SSN,NAA,Outside,No,,5500,httpattritionorgdataloss200707umich01html,DL0731,,No,No,No,No
7242007,St Vincent Hospital,US,Med,Hos,Web,SSN,NAA,Outside,Yes,Verus Inc,51000,httpattritionorgdataloss200707stvin01html,DL0734,,No,No,No,No
7242007,Westpac,AU,Biz,Fin,Hack,CCN,NAA,Outside,No,,1400,httpattritionorgdataloss200707westpac02html,DL0973,,No,No,No,No
7262007,Newcastle City Council,GB,Gov,City,Web,FIN,CCN,Outside,No,,54000,httpattritionorgdataloss200707ncc01html,DL0735,,No,No,No,No
7262007,United States Marine Corps,US,Gov,Fed,Web,SSN,NAA,Outside,Yes,Penn State University,10554,httpattritionorgdataloss200707marine01html,DL0736,,No,No,No,No
7262007,Aflac,JP,Biz,Ins,Stolen Laptop,SSN,ACC,Outside,No,,152000,httpattritionorgdataloss200707aflac01html,DL0737,,AFLN,No,No,No
7272007,American Education Services,US,Biz,NFP,Stolen Laptop,SSN,NAA,Outside,Yes,Vista Financial Inc,5000,httpattritionorgdataloss200707aes01html,DL0738,,No,No,No,No
7272007,CESA 11,US,Gov,Edu,,SSN,FIN,Outside,No,,300,httpattritionorgdataloss200707cesa01html,DL0739,,No,No,No,No
7272007,City Harvest,US,Biz,NFP,Hack,CCN,,Outside,No,,,httpattritionorgdataloss200707cityharv01html,DL0740,,No,No,No,No
7272007,City of Virginia Beach,US,Gov,City,Fraud  SE,SSN,NAA,Inside  Malicious,Yes,Flexible Benefits Administrators,2000,httpattritionorgdataloss200707cvb01html,DL0742,,No,No,No,Yes
7282007,Yuba County California,US,Gov,County,Stolen Laptop,SSN,NAA,Outside,No,,70000,httpattritionorgdataloss200707yuba01html,DL0741,,No,No,No,No
822007,University of Toledo,US,Edu,Uni,Stolen Computer,SSN,NAA,Outside,No,,,httpattritionorgdataloss200708uotol01html,DL0743,,No,No,No,Yes
822007,EOn,US,Biz,Fin,Stolen Laptop,SSN,DOB,Outside,Yes,Mountjoy  Bressler,,httpattritionorgdataloss200708eon01html,DL0744,,No,No,No,No
832007,Capital Health,CA,Med,Biz,Stolen Computer,MED,NAA,Outside,No,,20000,httpattritionorgdataloss200708capitalh01html,DL0745,,No,No,No,No
832007,Wabash Valley Correctional Facility,US,Gov,State,Hack,SSN,NAA,Outside,No,,,httpattritionorgdataloss200708wabash01html,DL0746,,No,No,No,No
842007,Kellogg Community Federal Credit Union,US,Biz,Fin,Stolen Computer,SSN,NAA,Outside,Yes,,,httpattritionorgdataloss200708kell01html,DL0747,,No,No,No,No
862007,Verisign,US,Biz,Tech,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200708verisign01html,DL0748,,VRSN,No,No,No
872007,First Response Finance,GB,Biz,Fin,Stolen Tapes,FIN,,Outside,No,,,httpattritionorgdataloss200708fr01html,DL0749,,No,No,No,No
872007,Merrill Lynch,US,Biz,Fin,Stolen Media,SSN,,Outside,No,,33000,httpattritionorgdataloss200708ml01html,DL0750,,MER,No,No,No
872007,Electronic Data Systems EDS,US,Biz,Tech,Fraud  SE,NAA,,Inside  Malicious,No,,498,httpattritionorgdataloss200708eds01html,DL0751,,EDS,No,No,Yes
882007,Yale University,US,Edu,Uni,Stolen Computers,SSN,NAA,Outside,No,,10200,httpattritionorgdataloss200708yale01html,DL0752,,No,No,No,Yes
8102007,Loyola University,US,Edu,Uni,Disposal  Disk Drive,SSN,,Outside,No,,5800,httpattritionorgdataloss200708loyola01html,DL0753,,No,No,No,No
8102007,Tele2,NO,Biz,Tech,Hack,SSN,NAA,Outside,No,,60000,httpattritionorgdataloss200708tele01html,DL0754,,No,No,No,No
8102007,Legacy Health System,US,Med,Hos,Fraud  SE,SSN,FIN,Inside  Malicious,No,,747,httpattritionorgdataloss200708nhs01html,DL0755,,No,No,No,No
8112007,Providence Alaska Medical Center,US,Med,Hos,Lost Laptop,MED,NAA,Outside,No,,250,httpattritionorgdataloss200708pamc01html,DL0756,,No,No,No,No
8132007,Pfizer,US,Biz,Med,Stolen Laptop,SSN,NAA,Outside,Yes,Axia Ltd,950,httpattritionorgdataloss200708pfizer02html,DL0757,,PFE,No,No,No
8152007,Idaho Army National Guard,US,Gov,Fed,Stolen Media,SSN,NAA,Outside,No,,3400,httpattritionorgdataloss200708iang01html,DL0758,,No,Yes,No,Yes
8152007,Sky Lakes Medical Center,US,Med,Hos,Web,SSN,NAA,Outside,Yes,Verus Inc,30000,httpattritionorgdataloss200708skylakes01html,DL0759,,No,No,No,No
8162007,Toshiba General Hospital,JP,Med,Hos,Stolen Laptop,MED,NAA,Outside,No,,51156,httpattritionorgdataloss200708toshiba01html,DL0760,,No,No,No,No
8212007,Walter Reed Army Institute of Research,US,Gov,Fed,Disposal  Documents,,,Outside,No,,,httpattritionorgdataloss200708wrair01html,DL0761,,No,No,No,No
8212007,West Virginia Board of Barbers and Cosmetologists,US,Gov,State,Stolen Documents,,,Outside,No,,10000,httpattritionorgdataloss200708wvbobac01html,DL0762,,No,No,No,No
8222007,California Public Employees Retirement System,US,Gov,State,Snail Mail,SSN,NAA,Outside,No,,445000,httpattritionorgdataloss200708calpers01html,DL0763,,No,No,No,No
8232007,New York City Financial Information Services Agency,US,Gov,City,Stolen Laptop,FIN,,Outside,No,,280000,httpattritionorgdataloss200708nycfisa01html,DL0764,,No,No,No,No
8232007,Loomis Chaffee School,US,Edu,HS,Stolen Computers,SSN,NAA,Outside,No,,,httpattritionorgdataloss200708loomis01html,DL0765,,No,No,No,No
8262007,American ExPrisoners of War,US,Biz,NFP,Stolen Media,SSN,NAA,Outside,No,,35000,httpattritionorgdataloss200708pow01html,DL0766,,No,No,No,No
8282007,Connecticut Department of Revenue Services,US,Gov,State,Stolen Laptop,SSN,NAA,Outside,No,,106000,httpattritionorgdataloss200708cdrs01html,DL0767,,No,No,No,No
8302007,Maryland Department of the Environment,US,Gov,State,Stolen Laptop,,,Outside,No,,,httpattritionorgdataloss200708mdoe01html,DL0768,,No,No,No,No
8302007,ATT,US,Biz,Tech,Stolen Laptop,SSN,NAA,Outside,No,,,httpattritionorgdataloss200708att01html,DL0769,,No,No,No,No
8312007,The Hospital for Sick Children SickKids,CA,Med,Hos,Lost Disk Drive,MED,NAA,Outside,No,,3300,httpattritionorgdataloss200708sickkids02html,DL0770,,No,No,No,No
912007,Johns Hopkins Hospital,US,Med,Hos,Stolen Computer,SSN,NAA,Outside,No,,5783,httpattritionorgdataloss200709hopkins01html,DL0771,,No,Yes,No,No
942007,Pfizer,US,Biz,Med,Fraud  SE,SSN,NAA,Inside  Malicious,No,,34000,httpattritionorgdataloss200709pfizer03html,DL0772,,PFE,No,No,No
962007,University of South Carolina,US,Edu,Uni,Web,SSN,,Outside,No,,1482,httpattritionorgdataloss200709usc01html,DL0773,,No,No,No,No
962007,De Anza College,US,Edu,Uni,Stolen Laptop,SSN,NAA,Outside,No,,4375,httpattritionorgdataloss200709deanza01html,DL0774,,No,No,No,No
972007,McKesson,US,Med,Org,Stolen Computers,SSN,MED,Outside,No,,,httpattritionorgdataloss200709mckesson01html,DL0775,,No,No,No,No
9102007,Purdue University,US,Edu,Uni,Web,SSN,NAA,Outside,No,,111,httpattritionorgdataloss200709purdue01html,DL0776,,No,No,No,No
9112007,Pennsylvania Public Welfare Department,US,Gov,State,Stolen Computers,MED,SSN,Outside,No,,375000,httpattritionorgdataloss200709ppwd01html,DL0777,,No,No,No,No
9112007,Gander Mountain,US,Biz,Retail,Lost Computer,CCN,NAA,Outside,No,,112000,httpattritionorgdataloss200709gander01html,DL0779,,No,Yes,No,No
9122007,TennCare,US,Med,Org,Lost Media,SSN,NAA,Outside,Yes,Americhoice,67000,httpattritionorgdataloss200709tenncare01html,DL0778,,No,No,No,No
9142007,TD Ameritrade,US,Biz,Fin,Hack,NAA,ACC,Outside,No,,6300000,httpattritionorgdataloss200709tdamer01html,DL0780,,AMTD,No,No,No
9142007,Tennessee Tech University,US,Edu,Uni,Email,SSN,,Outside,No,,3100,httpattritionorgdataloss200709ttu01html,DL0781,,No,No,No,No
9162007,St Edmundsbury Borough Council,GB,Gov,City,Stolen Laptop,SSN,FIN,Outside,No,,1380,httpattritionorgdataloss200709sebc01html,DL0782,,No,No,No,No
9192007,University of Michigan,US,Edu,Uni,Stolen Tapes,SSN,NAA,Outside,No,,8585,httpattritionorgdataloss200709umich01html,DL0783,,No,No,No,No
9212007,City of Columbus Ohio,US,Gov,City,Stolen Computers,SSN,NAA,Outside,No,,3500,httpattritionorgdataloss200709columbus01html,DL0784,,No,No,No,No
9212007,ABN Amro Mortgage Group,US,Biz,Fin,Web,SSN,NAA,Outside,No,,5208,httpattritionorgdataloss200709amro01html,DL0785,,No,No,No,No
9242007,Utah Department of Workforce Services,US,Gov,State,Stolen Laptop,SSN,,Outside,No,,2000,httpattritionorgdataloss200709udws01html,DL0786,,No,No,No,No
9282007,Gap Inc,US,Biz,Retail,Stolen Laptop,SSN,,Outside,Yes,,800000,httpattritionorgdataloss200709gap01html,DL0787,,GPS,No,No,No
1022007,The Nature Conservancy,US,Biz,NFP,Hack,SSN,NAA,Outside,No,,14000,httpattritionorgdataloss200710nature01html,DL0788,,No,No,No,No
1022007,Athens Regional Health Services,US,Med,Hos,Stolen Computer,MED,NAA,Outside,No,,1441,httpattritionorgdataloss200710armc01html,DL0789,,No,No,No,No
1042007,Massachusetts Division of Professional Licensure,US,Gov,State,Snail Mail,SSN,NAA,Outside,No,,450000,httpattritionorgdataloss200710mdpl01html,DL0790,,No,Partial,No,No
1042007,MacEwan College,CA,Edu,Uni,Web,CCN,NAA,Outside,No,,,httpattritionorgdataloss200710macewan01html,DL0793,,No,No,No,No
1052007,Kartenhaus,DE,Biz,Retail,Hack,CCN,NAA,Outside,No,,66000,httpattritionorgdataloss200710karten01html,DL0791,,No,No,No,No
1052007,HM Revenue and Customs,GB,Gov,Fed,Stolen Laptop,FIN,,Outside,No,,400,httpattritionorgdataloss200710hmrc01html,DL0792,,No,No,No,No
1082007,University of Iowa,US,Edu,Uni,Stolen Laptop,SSN,,Outside,No,,184,httpattritionorgdataloss200710uiowa01html,DL0794,,No,No,No,No
1082007,Carnegie Mellon University,US,Edu,Uni,Stolen Laptops,SSN,,Outside,No,,400,httpattritionorgdataloss200710cmu01html,DL0795,,No,No,No,No
1082007,Semtech,US,Biz,Tech,Stolen Laptop,,,Outside,No,,,httpattritionorgdataloss200710semtech01html,DL0796,,SMTC,No,No,No
1092007,Pembroke School District,US,Edu,HS,Web,SSN,NAA,Outside,No,,,httpattritionorgdataloss200710pembroke01html,DL0848,,No,No,No,No
10102007,Pfizer,US,Biz,Med,Web,NAA,DOB,Outside,Yes,Wheels Inc,1800,httpattritionorgdataloss200710pfizer04html,DL0797,,PFE,No,No,No
10102007,Commerce Bank,US,Biz,Fin,Web,,,Outside,No,,3000,httpattritionorgdataloss200710commerce01html,DL0849,,No,No,No,No
10122007,King County WA Transportation Department,US,Gov,County,Stolen Laptop,SSN,NAA,Outside,No,,1400,httpattritionorgdataloss200710kingco01html,DL0798,,No,No,No,No
10132007,Montana State University,US,Edu,Uni,Hack,SSN,CCN,Outside,No,,1400,httpattritionorgdataloss200710msu01html,DL0799,,No,No,No,No
